,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
0,@HankCampbell,Hank Campbell,11 dic. 2017,"#ScienceLeftBehind. Been creeping up this whole century. I interviewed @aetiology about it in 2007. It was very prominent on the coasts by then, just like GMO and vaccine scaremongering. http://www.science20.com/science_2_0/the_least_known_war_in_science_does_hiv_cause_aids …https://twitter.com/jennysplitter/status/940244047758807046 …",0,0,/HankCampbell/status/940269274899283969,Usuario Verificado
1,@soapdoesit,saint boudreau,11 dic. 2017,"wrong; the thief is governments / big poison corps. . vaccinations, GMO, PESTICIDES. 
, ''CANCER IS AN IMMUNE SYSTEM CORRUPTION, ''  GREED is killing the immune system   @USSenateWatch",0,1,/soapdoesit/status/940223997937176576,
2,@Aaron97kim1Aj,AJ Aaron,11 dic. 2017,"+ Extraterritorial beings genetic engineered humans by manipulating our DNA.
+Astrology
+Man in black 
+Reptalin Alien ruling the world 
+illumanti 
+New world order 
+Matrix
+Sercet space program 
+vaccine
+GMO 
+ chemtrails
+ Area 51 and extraterritorial technology.",0,2,/Aaron97kim1Aj/status/940149907733786624,
3,@fakecloudwatch,Fake Clouds,11 dic. 2017,The latest Fake Cloud Watch! https://paper.li/fakecloudwatch/1422229260?edition_id=a414e370-de03-11e7-b14e-002590a5ba2d … Thanks to @FmasSion #gmo #whomurderedserenashim,0,1,/fakecloudwatch/status/940003575584915456,
4,@ForHisGlory52,4God†andCountry,10 dic. 2017,"Toxic vaccinations, GMO foods, fluoridated water, contaminated air, and plenty of power structure propaganda, all have taken their toll.  Perhaps the greatest weapon the power brokers wield is weather and biological warfare.
http://www.thecommonsenseshow.com/2017/12/09/global-alert-news-for-december-9-2017/ …
#Geoengineering",1,2,/ForHisGlory52/status/939904478320447488,
5,@GMO_eater,vaccine taker,10 dic. 2017,just upload me to the internet and i'll take it from there,0,0,/GMO_eater/status/939679269889835008,
6,@JohnSalmon859,John Salmon,10 dic. 2017,"And so I think conservatives are better on #science than lefties. The vaccine paranoia is seen on both sides. GMO fears, babies aren't babies, self-identification creates gender, CO2 is the climate control knob-all liberal tropes.",0,0,/JohnSalmon859/status/939646216400527360,
7,@GMO_eater,vaccine taker,9 dic. 2017,why do you have a shell in your bathroom,0,0,/GMO_eater/status/939347965105258497,
8,@MissionaryJapan,Armageddon Apocalyps,8 dic. 2017,"Illuminati homo-capensis specie is exterminating millions of human homo-sapiens specie using chem trail, GMO, cancer, vaccine, HAARP, war pic.twitter.com/xCvZDk8LJU",0,0,/MissionaryJapan/status/939253593625960448,
9,@Kieshaa_B,.,8 dic. 2017,"Just sat here and talked about white people, vaccinations, autism, homosexuality and genetically modified foods at 4am. We have a problem",0,1,/Kieshaa_B/status/939105801406418945,
10,@GMO_eater,vaccine taker,8 dic. 2017,"NORMAN REEDUS SWALLOWED THE FETUS
THE PROPHECIES WERE TRUE",0,0,/GMO_eater/status/938973667039485955,
11,@9_11_IsAnInside,9/11 Is-An InsideJob,6 dic. 2017,"GMO AND VACCINE SIDE-EFFECTS
SUICIDE https://twitter.com/ConsiderThis1/status/938545337039335424 …",0,0,/9_11_IsAnInside/status/938547643260612610,
12,@LotusOak,Vera Burnayev,6 dic. 2017,"Anti-#GMO but Pro-#Vaccine? Think again.
http://www.greenmedinfo.com/blog/anti-gmo-pro-vaccine …
#GMOspic.twitter.com/BYuWlBqQYT",7,9,/LotusOak/status/938437552285024256,
13,@ScienceAlly,Alliance for Science,6 dic. 2017,Are the anti #GMO and anti #vaccine movements merging? @mark_lynas reports on an ominous trend that requires a strong response from scientific community. http://bit.ly/2ixqMjb pic.twitter.com/cxuHv2lnYZ,37,41,/ScienceAlly/status/938418836394598400,
14,@HairyLyme,Jim Stroud,6 dic. 2017,Supporting a non-gmo group that is funded by anti-vaccine nuts all while putting cheese made with GMO rennet on their pizza. Hilarious.,0,2,/HairyLyme/status/938200756850749441,
15,@tenwattandrew,Andrew vG,5 dic. 2017,"Clean dirt, sterile environments, organic non GMO raw paleo food, no vaccinations.....
And then the parents wonder why their kid is always sick",0,15,/tenwattandrew/status/937866188390060032,
16,@WyoWeeds,Andrew Kniss,4 dic. 2017,"""...unlike climate change and vaccine skepticism, GM food skepticism is not driven by political or religious beliefs."" #GMO http://journals.sagepub.com/doi/10.1177/0146167217741314 …",5,10,/WyoWeeds/status/937825527368441857,
17,@Lovefunmagictru,Lucinda Randolph,4 dic. 2017,Watch  Jordan @DestroyIllusion LIVE! https://youtu.be/-P8dkAqUKZY  #TrumpArmy  #pizzagate #HollywoodIsDead Elite #Depopulation #Vaccine #GMO truthers who WANT #Peace #money #Disclosure  I LOVE #PresidentTrump  #TheAlliance #FollowTheWhiteRabbit #TheStormIsKarma BITCHES!  pic.twitter.com/HVn8KYUkNJ,2,4,/Lovefunmagictru/status/937729115830046720,
18,@DrSherryChandy,Sherry Chandy,4 dic. 2017,"A study has found skepticism about climate change is linked to political ideology, whereas skepticism about vaccinations consistently correlates with religious beliefs. In contrast, skepticism about genetically modified foods is not fuelled by religious … http://ift.tt/2AQYU4C pic.twitter.com/2BPWMO4p6A",0,0,/DrSherryChandy/status/937480658204622848,
19,@GMO_eater,vaccine taker,1 dic. 2017,"it is less like a conversation than it is like sharing a mind with someone else, thinking with them simultaneously",1,1,/GMO_eater/status/936575277534031872,
20,@Thorium_232,marcelina,1 dic. 2017,Japanese doctor wins global prize for standing up to anti-vaccine activists https://allianceforscience.cornell.edu/blog/japanese-doctor-wins-global-prize-standing-anti-vaccine-activists … anti Vaxx/Nuclear/GMO all the same cult #Auspol We need #thorium and #Uranium #Nuclear for #Climatepic.twitter.com/YC7iWSJKoh,6,6,/Thorium_232/status/936393312163979264,
21,@tavolapantesca,Peter Lambert,30 nov. 2017,"2017-2018 Flu Vaccine https://wtop.com/health-fitness/2017/11/2017-flu-season-could-be-worse-vaccine-not-as-effective-expert/ … In the age of peer review and modern since GMO, NIH, CDC and big pharma still rely on eggs are are surprised when a virus mutates toward its host the egg...",0,0,/tavolapantesca/status/936276240159465473,
22,@BioinfoTools,Grant Jacobs,30 nov. 2017,"For those looking for the actual report, it's linked in this press release. The point may be worth wider discussion but note in this report there's only one reference to ""denier"", and it's a general observation in the introduction.
#vaccine #GMO https://twitter.com/sciblogsnz/status/936073299456651264 …",1,2,/BioinfoTools/status/936084170702438401,
23,@VaccineResist,Vaccine Resistance,30 nov. 2017,The MMR Vaccine contains milk residue from transgenic cloned cows. This is the cause of lactose intolerance in children. VRM,15,22,/VaccineResist/status/936079850032349184,
24,@giro_jedi,Conspiracy CuntFace,29 nov. 2017,"MONTAGUE KEEN 26-11-17
#cabal #illuminati #Earth #RobertDavidSteele #DavidIcke #Chemtrails #Annunaki #Archons #Paedophilia #pedophilia #pizzagate #vaccines #vaccinations #zionism #Qanon #Trump #DJT #potus #vatican #ChildTrafficking #satanic #Nicea #MSM #FakeNews #GMO pic.twitter.com/AtxSsmdHLy",7,3,/giro_jedi/status/935916986936254464,
25,@Sheeple101,Sheeple101,29 nov. 2017,"This has been explained but now maybe someone in the WHO will listen.
The WHO is under world pressure now over vaccine injuries, antibiotic resistant strains, GMO and Bayer Monsanto RoundUp.
I hope that forces whistle blowers to come out now.",1,4,/Sheeple101/status/935899341943795713,
26,@ScottRickhoff,Drain the Swamp,29 nov. 2017,These #GMO haters should read up on how flu vaccine is made. Watching Family members die is a hard way to learn about Darwinism.,2,1,/ScottRickhoff/status/935881669885792256,
27,@TonyJames1972,TonyJames Filmmaker,29 nov. 2017,"My Last Meme for the Night... Missile Attempts, GMO Foods, Killer Vaccinations, Organ… https://www.instagram.com/p/BcD90r8AHIa/",0,1,/TonyJames1972/status/935693116698488832,
28,@TinaDan36460774,Tina Daniels,28 nov. 2017,"@realDonaldTrump Mr President, the DISRESPECT to AMERICA is FORCED VACCINATIONS, CHEM/GMO POISONING OF OUR FOOD, AIR & H2O, AND THE MURDERING OF HOLISTIC DOCTORS!!! TWEET YOUR POSITION ON THESE ISSUES! BE VERY CLEAR THAT THIS IS WHAT THE AMERICAN PEOPLE ARE FED UP WITH NOW!  MAGA https://twitter.com/realDonaldTrump/status/935489831005810688 …",0,0,/TinaDan36460774/status/935558539493494784,
29,@y0unghusk,Jason H,28 nov. 2017,"No that is not the definition of pseudo science. Pseudo science is when a person deliberately claims that something is true when they know full well it isn’t. Ex: anti gmo’rs, anti vaccine’rs, chemtrailers etc",0,0,/y0unghusk/status/935495850347892736,
30,@jim_herd,Jim Herd,28 nov. 2017,"You’re free to carry on living in your little SJW bubble. I don’t care. Accept everything you’re told by “experts”. Take every vaccine, eat nothing but GMO, swallow every drug you’re prescribed, believe every bullshit “study” the press reports on. Knock yourself out.",2,5,/jim_herd/status/935316194135105536,
31,@LaterNewspaper,Later Newspaper,27 nov. 2017,#FluSpray #gmo #Vaccine I was reluctant to retweet the #BBC without https://www.medicines.org.uk/emc/PIL.29109.latest.pdf … & they say it is Vero: http://www.ncbi.nlm.nih.gov/pubmed/17933552 pic.twitter.com/8ACAai5q3q,1,0,/LaterNewspaper/status/935267944824819713,
32,@melstrum333,Melanie Moore,27 nov. 2017,"How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  via @YouTube",0,0,/melstrum333/status/935234647813951489,
33,@Diogene28339461,Diogenes,27 nov. 2017,"Evil doktor, pharma shill, vaccine chemist, Monsanto spokesperson, GMO lobbyist, chemtrail deployer and false flag organizer.
Anonymous hacks Big Pharma; releases list of paid pharma shills http://thesciencepost.com/?p=6460  via @thesciencepost",0,0,/Diogene28339461/status/935140476679802880,
34,@PlayStation102,Blake T.,27 nov. 2017,"I liked a @YouTube video http://youtu.be/zsQeK6LY1gU?a  Rizza Islam Speaks On Education, Welfare, Vaccinations, Man Made Viruses & GMO's",0,0,/PlayStation102/status/935115234917998592,
35,@Lovefunmagictru,Lucinda Randolph,27 nov. 2017,Hmmm. Mentioned #BillGates #GMO #Monsatan #Vaccine #Depopulation evil earlier. But it’s the #RothschildNecrophiliac #SpiritCooking #PizzaGate #Adrenochrome DEMONS next.  #SaudiPurge - @realDonaldTrump  Genius! - Tick tock. #FallOfTheCabal #HollywoodIsDead #TheStormIsKarma  pic.twitter.com/Senugmo0cy,12,11,/Lovefunmagictru/status/935022617211342849,
36,@Lovethebeach999,Iam Me  🇺🇸 +++,27 nov. 2017,"Stay healthy, avoid gmo, vaccine and allopathic medicine",0,2,/Lovethebeach999/status/935003679761059840,
37,@Gothamresist,Gotham Resistance,27 nov. 2017,"Yes, don;t take their (prescription) poisons, don't buy their GMO foods, don't take their vaccinations and don't support MSM propaganda. That's a start.",0,1,/Gothamresist/status/934937930346500097,
38,@BigBaldDr,Damian Mayo,26 nov. 2017,"It does sound scary though..”genetically modified”....hey have you seen the higher yield crops recently... (deadpan stare)....
Aluminium is dangerous..but more likely to be hit by kilos around the head than harmed for a vaccine.",0,1,/BigBaldDr/status/934877868953391104,
39,@Sheeple101,Sheeple101,26 nov. 2017,"I guess I will need to dig into this more. I am also being attacked by vaccine / drug / GMO pushers it's hard to keep up with everything.
We need to see that all this Climate Change, vaccines, GMO, Chemtrails, etc etc are all by the same families.",0,1,/Sheeple101/status/934721454507139072,
40,@BrutalVeracity,🌪 ⚡️ 💥 ❄️ 💕,26 nov. 2017,"Edible Vaccine Inventor Jokes About Culling Population With GMO Virus:
https://youtu.be/D2qx8g3J2vE",2,0,/BrutalVeracity/status/934700618354003968,
41,@fleig_tom,Tom Fleig,26 nov. 2017,"You mean the same science that says a fetus is a human. People with an X and Y chromosome are men. GMO's aren't bad for you, and vaccinations don't cause autism? That science? Liberals usually don't listen to science when talking about those things",0,0,/fleig_tom/status/934681550293258240,
42,@DrThomasPaul,"Dr. Thomas Paul, Therapist. #MindBody",25 nov. 2017,"Is It Safe To Cook With #Aluminum Foil? The Surprising Truth http://www.whydontyoutrythis.com  via @TruthofToday
#Thanksgiving #Alzheimers #vaccine #VAXXED #gmo",2,5,/DrThomasPaul/status/934381704818573312,
43,@Sheeple101,Sheeple101,25 nov. 2017,"You are that gullible, YOU TAKE IT YOURSELF before telling our kids to risk their lives!
I love Vaccine Pushers that can NEVER do what they tell others to do like Paul's Off-it.
I guess you claim RoundUp is good for you too? GMO corn with a cup of RoundUp? pic.twitter.com/dyeEhvMC4p",0,0,/Sheeple101/status/934374755787878400,
44,@broccoliWIZARD,the k man,25 nov. 2017,it is absolutely hilarious that so many anti gmo/anti vaccine ppl smoke cigarettes,0,3,/broccoliWIZARD/status/934300192379166723,
45,@speak_speakup,🇺🇸Speakup 🇺🇸,24 nov. 2017,@POTUS @realDonaldTrump you can't make America great if vaccine industry is making America sick. Please stop toxic vaccines and gmo's https://twitter.com/tannersdad/status/934019085528174592 …,0,0,/speak_speakup/status/934023203495784448,
46,@PositivelyJoan,Positively Joan,23 nov. 2017,'Most of all... legitimate debate about whether (ind shd engineer crop requiring) heavy use of pesticides. Industry (&) allies (try 2) discredit (QAs) by comparing GMO critics to climate denialists and vaccine safety denialists'http://progressive.org/magazine/how-the-biotech-industry-cultivates-positive-media/ … #Monsanto #Biotech #CoverUp,2,1,/PositivelyJoan/status/933746119473016834,
47,@MaryShew,Mary Shew,23 nov. 2017,"Sen Cruz, will you look into the Chem-spraying of our skies, fluoride in our water, GMO of food supply by Monsanto, MMR vaccine from MERCK that is crippling/killing millions of children?? No one is paying attention and this is critical to our country.",0,0,/MaryShew/status/933696704351817728,
48,@KELLI2L,KELLI2L,23 nov. 2017,"Putin is against GMO foods, forced poison Vaccinations, Communism, and much more ~ What's not to luv  ~",0,0,/KELLI2L/status/933689875651547136,
49,@alafiadelight,River Woman,22 nov. 2017,@FarmgalMom I don't argue with pro GMO & pro vaccine anymore they tend to report ppl & get their account blocked. After I'm sure they're trolls I just block them. pic.twitter.com/7MnCPUnObk,0,1,/alafiadelight/status/933385235965857792,
50,@Sheeple101,Sheeple101,22 nov. 2017,"P1
Gates stakes on 2 horses: Hazardous vaccinations and one-sided, expensive Rockefeller/ Monsanto GMO / Round-up diet (Gates holds 500,000 Monsanto shares) with products that are “probably” carcinogenic, according to the WHO – and lead to miscarriages and birth defects. pic.twitter.com/q90IoOqnj9",0,0,/Sheeple101/status/933342625637195776,
51,@Sheeple101,Sheeple101,21 nov. 2017,"Vaccine and GMO Pushers motto is:
""My position is whatever you say I oppose"".
You really are working hard to twist and shout.
Chemicals are NOT found in nature but manufactured. In nature we have minerals and organic so stop twisting truth. Are you train to be a SHARK?",0,0,/Sheeple101/status/932879209168388097,
52,@tommy_hassan,Rock,21 nov. 2017,"How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  via @YouTube",0,0,/tommy_hassan/status/932833035065659393,
53,@CaliVaxChoice,CaliVaxChoice,21 nov. 2017,"New vaccine contains no aborted baby tissue cells they're using ""genetically modified Chinese hamster ovarian cell culture."" http://ow.ly/Bi8a30gDrjR  Oh goodie!",2,3,/CaliVaxChoice/status/932829039848337408,
54,@tolson19822,Thomas Olson,20 nov. 2017,"Yeah....random biotech vaccine/gmo promoter has ""seen"" what he needs too,  to slander a Reuters news reporter speaking against corrupt industry.",0,0,/tolson19822/status/932742678860697601,
55,@AlafiaGrandma,Alafia Grandma,20 nov. 2017,Block all pro vaccine & pro GMO don't argue with them. If blocked they can't see your tweets!,1,2,/AlafiaGrandma/status/932659007705288705,
56,@0zyx,Ui Neil Sandage ©=T,19 nov. 2017,"And conclude the internship with two presentations on him, and then an introductory visit.
@usafrica
@AfricanCurators 
RejectGMO all GMO, ask how to make small batch vaccine, no accept @CDCgov
@gatesfoundation, no @CDCFlu human as God dna race.",0,0,/0zyx/status/932352163069743104,
57,@LaLaRueFrench75,✨Laura LaRue ✨,19 nov. 2017,"The VIP’s at #DigitalStasi Inc don’t have enough trolls to go around. They had to call in pro gmo accounts normally bashing Food Babe to combat vaccine injured on twitter. 
#December18
#QAnon",2,6,/LaLaRueFrench75/status/932326668273717248,
58,@GigiBowman,Gigi Bowman,19 nov. 2017,John Stossel another reason I hate libertarians. He’s pro GMO food. Libertarians for GMO food. Libertarians for forced vaccinations. It never ends.,1,1,/GigiBowman/status/932214976315523072,
59,@TheCaraGia,Carla Giampaglia,19 nov. 2017,"Hint: it’s from China and is GMO real improvement, huh??
""The vaccine formerly used aluminum to boost the... http://fb.me/HawuPk1V",0,0,/TheCaraGia/status/932099674651185152,
60,@Ptaah_LSG,Ptaah  💿 JeSuisKebab,19 nov. 2017,probably are they blindsighted by main liberal conspiracy theories (kapital gmo vaccine nuclear blablabla is evil blabla),0,0,/Ptaah_LSG/status/932090831506460672,
61,@9_11_IsAnInside,9/11 Is-An InsideJob,19 nov. 2017,"in the 1980's when number of vaccinations per child were much lower
it was virtually unheard of .
not so now with increasing vaccinations per child cancer, diabetes and heart dieasease and auto-immune rates are now going through the roof
GMO and WIFI radiation may be contributory",0,1,/9_11_IsAnInside/status/932041682043863040,
62,@mamadoctoo,Verna Lang,18 nov. 2017,"Why support GMOs? Agreement with 88% of scientists who also support the safety of GMOs. You are with the science illiterate, 80% of whom want to have DNA in their food labelled. And not just GMO science denial. I also take on pro-disease anti-vaccine Luddites, too.",0,3,/mamadoctoo/status/932014816645881856,
63,@NVICLoeDown,"Barb Loe, NVIC",18 nov. 2017,"New vaccine contains no aborted baby tissue cells instead they're using ""genetically modified Chinese hamster ovarian cell culture."" http://ow.ly/Bi8a30gDrjR",59,43,/NVICLoeDown/status/931884882099429377,
64,@ABCDE2017,a1b2c3,18 nov. 2017,One where money has no bearing on power any1 making over a certain amount of money put it in a disaster fund vaccinations were organic  Pesticides were banned GMO testing would b punishable in th highst court..every AI had a kill switch in every country  #1pedophilia = castration,0,0,/ABCDE2017/status/931855398956564481,
65,@SamaySoni7,Samay Soni,18 nov. 2017,"Right, because asking the internet is the right way forward when treating any disease. We know this by the vaccine injury experts and people who popularise the adverse effects of GMO.
If I was saying this out loud I don't think I would've been able to keep a straight face.",0,0,/SamaySoni7/status/931726469046337536,
66,@mem_somerville,mem_somerville | Wossamotta U,17 nov. 2017,"I am aware. They have participated in a number of genetic studies, not just this one. They vaccinate. They use #GMO crops.
They are way wiser than anti-#GMO and anti-#vaccine cranks. I just think the idea of Amish #CRISPR is funny.",0,7,/mem_somerville/status/931373914885894144,
67,@oneunderstands,johan hendrick,16 nov. 2017,sadly I have been watching the games for 2 many years+have learned enough2know that worry cant fix anything+the real problems far 2 big 2 even let people know[everything from gmo 2 vaccinations from banking 2 big pharma http://www.whatreallyhappened.com/#axzz3gwUNaMzX  the game is rigged+ its not my karma,0,0,/oneunderstands/status/931053161346826240,
68,@GoVeganRadio,GO VEGAN RADIO,16 nov. 2017,"Wow! U think Gates Foundation is exemplary philanthropy even though it's the biggest funder of GMO's, & with Monsanto, Bayer, Clinton Foundation, huge pharma, huge agri, climate geoengineering, vaccinations pumping monkey kidney, calf serum, & formaldehyde into innocent children?",0,0,/GoVeganRadio/status/930989310479712256,
69,@ncnewell,Natalie Newell,15 nov. 2017,"There's a group of senior citizens that chills at the Starbucks I frequent. They've started referring to me as ""The GMO and Vaccine Girl,"" and I feel pretty ok with that. #ScienceMoms",0,42,/ncnewell/status/930811716031610880,
70,@vaccineepidemic,Vaccine Epidemic,15 nov. 2017,This vaccine will contain only genetically modified hamster ovarian cells and no human cells. http://fb.me/8CwhngXMD,7,4,/vaccineepidemic/status/930779099303481344,
71,@jg_environ,Jonathan Gilligan,14 nov. 2017,"One thing I find interesting is that most discussion of deficit model focuses on climate advocacy, whereas deficit model is just as prevalent in advocacy for vaccine safety, GMO safety, and nuclear power.",0,0,/jg_environ/status/930462189760208897,
72,@caramastrey,Cara Mastrey,13 nov. 2017,Unfortunately vaccine metals cause Alzheimers just as it does autism therefore Gates is the culprit and has been kicked out of many countries also for his Depop GMO Monsanto.  He's evil. https://twitter.com/RealJamesWoods/status/930074129730080768 …,0,0,/caramastrey/status/930083515126960128,
73,@herbtoluene,Herbertoluene,13 nov. 2017,Scientists injecting cancer. Really? And all other anti vaccine and anti gmo nonsense on the site. It’s all bable. Get a reliable source and teach yourself how these things work on the basic level.,0,4,/herbtoluene/status/929861403699228672,
74,@fleig_tom,Tom Fleig,12 nov. 2017,"Is that the same science that says a fetus is a human being, GMO's aren't bad for you, vaccinations don't cause autism. These are all left wing beliefs, ignoring science.",0,0,/fleig_tom/status/929779652805185536,
75,@Bigsmiffy438,Big Smiffy,12 nov. 2017,"Tweet Monsanto,gmo,vaccine injury, and see the science deniers all echo chamber together",0,0,/Bigsmiffy438/status/929759466295193600,
76,@Bigsmiffy438,Big Smiffy,12 nov. 2017,"Anti gmo
Anti vaccine
Monsanto 
Just post about chemtrails and we have anti science bingo",0,0,/Bigsmiffy438/status/929759098177859584,
77,@jorgerojasgam,Jorge ..,12 nov. 2017,"Vaccine effects, pesticides effects, pharma effects, GMO’s effects.",0,0,/jorgerojasgam/status/929755581195399169,
78,@Bigsmiffy438,Big Smiffy,12 nov. 2017,"Anti gmo tweets with anti vaccine doctor who uses *homeopathy*
Yeah, no science at all required
http://americanloons.blogspot.com.au/2015/04/1345-toni-bark.html …pic.twitter.com/S5qC58EvXT",0,0,/Bigsmiffy438/status/929732300488679425,
79,@randall_bees,Randall bees,12 nov. 2017,Dam you venus in retrograde.... where are my  essential oils my non gmo non vaccine positive vibe healing... http://fb.me/1vwwkdidf,0,0,/randall_bees/status/929720551144394752,
80,@mya177,Lisa,11 nov. 2017,"De-populize...chem trails, GMO, vaccinations, abortions, fluoride in our water..and it's all by design, purposeful and evil",0,0,/mya177/status/929490811892436993,
81,@deNutrients,Jennifer Depew,11 nov. 2017,That graphic isn't from the link. The Zika vaccination in trial phase is an example of a DNA changing vaccine being developed - plasmid would insert Zika gene into humans - making the vaccinated a genetically modified organism https://www.nih.gov/news-events/news-releases/nih-begins-testing-investigational-zika-vaccine-humans …,0,0,/deNutrients/status/929199212264386560,
82,@MarkHarman1769,Mark Harman,10 nov. 2017,GMO & Vaccine propaganda everywhere... http://fb.me/2jfZo9EDb,0,0,/MarkHarman1769/status/928834492445360128,
83,@PadenLawler,Paden Lawler,10 nov. 2017,While I was out harvesting gmo crops to kill the world today and feed cattle that have vaccinations to kill the world u were probably spooning with your boy toy eating Vegan if u weren’t eating Vegan good luck dying on gmo vegetables and gluten and antibody fed livestock,0,1,/PadenLawler/status/928811393800966149,
84,@SWAFM_,K Spencer,9 nov. 2017,Agreed. Another reason Hillary did NOT get the Bernie supporters is because DNC is willfully blind to modern science that does not support their policy & deaf to constituent testimony re harm caused by #Fluoridation #Vaccinations #GMO & #Pesticides Hypocrites do NOT #PutKids1st,0,0,/SWAFM_/status/928612918245167104,
85,@smalltorquer,John Small,8 nov. 2017,"conflation of gmo & vaccine concerns is lazy, unfounded & persistent https://twitter.com/BioinfoTools/status/928091346228752384 …",0,1,/smalltorquer/status/928092894694477824,
86,@BioinfoTools,Grant Jacobs,8 nov. 2017,I've got to say that I wish those arguing about #vaccine #GMO stuff would take this advice. (I'm thoroughly sick of the fear-mongering right now) https://twitter.com/cziscience/status/928053850191249408 …,0,2,/BioinfoTools/status/928091346228752384,
87,@vijayvaani,Sandhya Jain,7 nov. 2017,"WHO - HPV most dangerous vaccine invented; its a GMO, very dangerous @JPNadda @narendramodihttp://anhinternational.org/2017/01/18/official-hpv-vaccine-vaccine-dangerous-yet/ …",1,2,/vijayvaani/status/927933936059031554,
88,@mem_somerville,mem_somerville | Wossamotta U,5 nov. 2017,Been seeing that play out for years on GMO + vaccine crankery. https://twitter.com/mem_somerville/status/927168536979447813 …,0,1,/mem_somerville/status/927283383868178433,
89,@thelanarchist,TheLanarchist,5 nov. 2017,msm own by evil scum bages. vaccine gmo flouride chemtrails we all fall down.,1,5,/thelanarchist/status/927195583860953088,
90,@sesaunders101,Sherrie Saunders,5 nov. 2017,"Hercule.
Humans are genetically modified organisms 
Due to Vaccine and chemical manipulation of the genetic protein code
Called
Human
Genome",3,4,/sesaunders101/status/927184710098411520,
91,@indepmissionary,Chaplain Ihezver,5 nov. 2017,"Illuminati homo-capensis specie is exterminating millions of human homo-sapiens specie using chem trail, GMO, cancer, vaccine, HAARP, war pic.twitter.com/4Ju7uYYkGH",0,0,/indepmissionary/status/927173852802703360,
92,@thelanarchist,TheLanarchist,5 nov. 2017,"pretty fucking stupid I'd say, must be all the vaccine flouride gmo chemtrails all brain dead. https://twitter.com/JSinghF/status/927158472713670661 …",0,0,/thelanarchist/status/927160704414703616,
93,@fortisking,fortisking,4 nov. 2017,"And the theatre continues while we eat GMO, our sky is sprayed with iron, our kids being vaccine and our local communities watched by AI. https://twitter.com/LucasFoxNews/status/926518151759659008 …",1,1,/fortisking/status/926743595360628736,
94,@achengula,Augustino Chengula,3 nov. 2017,"HealthWatch: New Shingles Vaccine, GMO Label Confusion http://kipaduka.com/2017/11/03/healthwatch-new-shingles-vaccine-gmo-label-confusion-2/ …",0,0,/achengula/status/926505162990129152,
95,@fortisking,fortisking,3 nov. 2017,Hey Sean. Do you think it is important to let the people know that their children are being made to have less children with GMO and vaccine? https://twitter.com/seanhannity/status/926263476447842305 …,0,0,/fortisking/status/926364636802412544,
96,@CarlDevitt,Carl Devitt,3 nov. 2017,"Geoengineering
Warming ice?
Fukushima
GMO
Vaccinations
Flouride etc in our food chain
Ocean die off
Fallout  Chernoble
We're already dead",1,1,/CarlDevitt/status/926254101930872832,
97,@SamanthaSAS,GivePeaceAChance,2 nov. 2017,God protectus from becomming MKUltra indoctrinated drugged disinformed vaccine DNA damaged GMO Fluoride glyphosate poisoned fakenews sheople pic.twitter.com/tAk81RvDu9,0,0,/SamanthaSAS/status/925996466933587968,
98,@AaronJDy,Aaron J Dy  👨🏻‍🔬,2 nov. 2017,"Sad quote and only gets sadder in replies. Flat Earthers don’t give me much confidence in climate change, vaccine, or GMO arguments. https://twitter.com/bleacherreport/status/925824257849995264 …",0,0,/AaronJDy/status/925917495256666115,
99,@lisa_alba,🌹spirito ✨di ✨libertà,1 nov. 2017,"the fact that Monsanto can buy scientists to disclaim the cancerous effects of GMO is evidence enough alongside BIGPHARMA marketing drug upon drug, vaccine upon vaccine with barely any trials....i have articles in evidence, too busy to post right now",0,0,/lisa_alba/status/925706904105635840,
100,@kidoctr,"Eve Switzer MD, FAAP",30 oct. 2017,"promoting unsupported ideas like chemtrails, GMO, and #vaccine made up harms is not science.",0,2,/kidoctr/status/925040854867365893,
101,@DrDebbieKing,Dr. Debbie King,30 oct. 2017,I know I post a lot about GMO's and vaccinations but everyone deserves the right to be informed. http://fb.me/2hMP4wK1S,0,0,/DrDebbieKing/status/924974097880231936,
102,@mem_somerville,mem_somerville | Wossamotta U,29 oct. 2017,"Ah, was wondering what the status of this project was, searched for info. Clinical trials--excellent. #GMO #vaccine http://bit.ly/2yV5Bi7",0,5,/mem_somerville/status/924716342824935424,
103,@melstrum333,Melanie Moore,29 oct. 2017,"How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  via @YouTube",0,0,/melstrum333/status/924450962198204416,
104,@drterrysimpson,Terry Simpson,28 oct. 2017,This new vaccine isn’t live it is a product of a bacterial GMO making the glycoproteins of the coat of the virus,0,0,/drterrysimpson/status/924135434052968448,
105,@Armando81790247,Armando Saenz,28 oct. 2017,Save all we the.People of all.Abuser politics lying with  vaccinations  all gmo all our food are killing mosanto creating more deads,0,0,/Armando81790247/status/924128577087594496,
