,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
301,@jkellyca,"J. ""Full, To Capacity"" Kelly",11 ago. 2017,"This drag campaign needs to be unsubtle, so it can be understood by its target audience: ""Hercules GMO Beets Mulligan""",0,3,/jkellyca/status/896014787980574720,
302,@AltMattMurdock,Matt Murdock,11 ago. 2017,Sweet.  Guess who developed calculus?  Space travel?  The internal combustion engine?  Genetically modified crops?  Vaccinations?,0,0,/AltMattMurdock/status/895922613385547776,
303,@silkmeadow,SilkMeadow,10 ago. 2017,"How are Vaccinations, Chemtrails, Morgellon, GMO and Transhumanism Conne... https://youtu.be/2qc87fj2s3M  #chemtrails #morgellons #geoengineering",2,1,/silkmeadow/status/895676750813732865,
304,@avinashtn,Avinash,10 ago. 2017,"If this was true, there would be no homeopathy and vaccine-, GMO- or global warming denialism now https://twitter.com/DeathEndsFun/status/895511410251186177 …",0,0,/avinashtn/status/895518554673500160,
305,@jjvcolorado,jj,9 ago. 2017,"and systematically going through a plastics,fluoride,vaccine,GMO, hormone chemical sterilization & brain wave alterations https://twitter.com/MassDeception1/status/895368127780974594 …",0,2,/jjvcolorado/status/895381771209981952,
306,@marzhanel,Marsha Elam,9 ago. 2017,US Fertility Rate Hits a Record  Low http://a.msn.com/05/en-us/AApJv3d?ocid=st …  Funny .Reporters don't read News Twitter or Bill Gates..#VACCINE GMO AGENDA 21,0,0,/marzhanel/status/895315458278150144,
307,@RCaupp,Rodney Caupp,9 ago. 2017,"These GMO mosquitoes  are vectoring  vaccinations,  to ALL OF US,  all day and all night... every bite https://twitter.com/WakingTimes/status/895298988869636096 …",0,0,/RCaupp/status/895301169060470784,
308,@ClariTee_Memes,Clarity,9 ago. 2017,"Oh wow... 1st look this #trailer looked like an alternative #BillGates #Backstory!
#StopMonsanto #StopBayer #GMO #Vaccine #Genocide #Africa",0,0,/ClariTee_Memes/status/895155243859816452,
309,@CTJPMarie,CT JP Marie T. Wiley,8 ago. 2017,If I went through and took the time to list the people involved with this movement (Non GMO -vaccine awareness... http://fb.me/6tgMywURG,0,0,/CTJPMarie/status/894929866398846976,
310,@mlbsquared1,Monty Bonter,7 ago. 2017,"#vaccine injuries, health dangers of #GMO's, Geoengineering via Solar radiation management (#SRM)/Stratospheric Aerosol Injection (#SAI)https://twitter.com/StefanMolyneux/status/894332073036705792 …",0,0,/mlbsquared1/status/894671934197161984,
311,@NateGaunder,Nate Gaunder,5 ago. 2017,"I've been eating GMO foods for like 10 years, I'm perfectly healthy. I also got my vaccine shots as an infant, I'm still alive with no polio",0,1,/NateGaunder/status/893964435718627330,
312,@Mekklesack,Animal Control,5 ago. 2017,"I blame GMO's, sudden mandatory mysterious and unnecessary vaccinations and lies about the origins of shooting pains, which are just worms.",0,0,/Mekklesack/status/893952677507420160,
313,@queenAyacodoba1,queen Ayacodobae,5 ago. 2017,"More wickedness to destroy our seeds GMO, Vaccinations, Chemtrails, Cell phone Towers, Micro wave Towers, Fukushima, Killer cops, all deadly https://twitter.com/LaLaRueFrench75/status/893942186525417472 …",0,1,/queenAyacodoba1/status/893946756307746817,
314,@LordGadin666,Lord Gadin,5 ago. 2017,People's irrational fear of GMO food is the same fear that drives anti vaccine and anti science. When will people stop letting fear rule?,5,84,/LordGadin666/status/893877802432385025,
315,@NativeMakaveli,₦₳₮łVɆ M₳₭₳VɆⱠł,5 ago. 2017,"Fluoride drinking, GMO eating, mercury fillings, as well as vaccinations will make you believe anything they want you to believe.",0,0,/NativeMakaveli/status/893641100400893952,
316,@PlumRemson,Plum Remson,4 ago. 2017,Forbes took down Mr. Miller's GMO & vaccine articles @MarthRosenberg  @AlgorithmDancer @vixenvalentino @jeremyrhammond @carolhoernleinhttps://twitter.com/PlumRemson/status/893285158689935361 …,2,1,/PlumRemson/status/893292181049495552,
317,@ThisMomHCN,Heidi,4 ago. 2017,"Genetically Modified #HPV #Vaccine Increases Risk Of Developing #Cervical #Cancer #Gardasil #OneLess 
 https://shar.es/1TInpf pic.twitter.com/WeWXYpMmI1",2,1,/ThisMomHCN/status/893276249115602944,
318,@kenjaques,Ken Jaques,3 ago. 2017,"Overstating of vaccine benefits, understanding of risks also needs to be fixed. Applies to many Rx, glyphosate / GMO as well.",0,4,/kenjaques/status/893172885317189632,
319,@BrightFeather2,LittleBright Feather,3 ago. 2017,"Don't let Congress USE OCare to stop other issues like term limits,taxes,wall, outlaw all vaccinations,stop the killer Chemtrails& GMO's,etc",0,0,/BrightFeather2/status/893031232782684160,
320,@aranaudaniel,daniel charbonniere,3 ago. 2017,"If you behave like cattle, you are treated like cattle.
 #GMO #Monsanto #BigPharma #Corporate #Vaccine  #Fluoride 
#PoliceState #Globalismpic.twitter.com/SeGyIFZpoO",5,3,/aranaudaniel/status/892991672199634944,
321,@TigeReptile,CaTigeReptile II,3 ago. 2017,Anti gmo is like anti vaccine except promoting starvation instead of disease,0,1,/TigeReptile/status/892901304397250563,
322,@TruthYoda,Chris Erion,2 ago. 2017,"Not only the chemtrails in the sky, but people are being poisoned by GMO foods and babies are being murdered from toxic vaccinations.",0,2,/TruthYoda/status/892754987331104770,
323,@02Cents0,Elise Mysels,2 ago. 2017,PositivelyJoan: RT stacksNoWO: #GMO #HIV vaccine produced by #Merck increases the chances of contracting HIV by 70…https://www.youtube.com/watch?v=QYW_kVP6ZiE …,0,0,/02Cents0/status/892743478622531585,
324,@malformed_babby,Kim Un Juggalo,2 ago. 2017,"A lot of people are saying that #K9Autism is the result of vaccinations, chemtrails, and GMO glutens",0,0,/malformed_babby/status/892543642887348225,
325,@TakeThatAstro,"Take That, Astronomy",2 ago. 2017,"GMO Chron's disease is a terrifying prospect.
We need a (non-GMO) vaccine, pronto.",0,0,/TakeThatAstro/status/892538103130464256,
326,@TakeThatCDC,"Take THAT, CDC!!",1 ago. 2017,That statement alone shows you don't actually know what a GMO is.,0,4,/TakeThatCDC/status/892518796480487424,
327,@ameliameliorate,Bre,1 ago. 2017,"""fight hunger""= promoting GMO, ""fight disease""= poison vaccinations, ""fight poverty""=depopulation.",0,0,/ameliameliorate/status/892494573888430080,
328,@andyskuce,Andy Skuce  🇨🇦 🛢️,1 ago. 2017,"& they never complain that citing overwhelming scientific opinion on GMO, vaccine and nuke safety is a distraction from policy discussion.",0,8,/andyskuce/status/892368243322531840,
329,@sealeney,Time,30 jul. 2017,#CIA WB Shipp #GeoEngineering #Vaccine #GMO! #MAGA #TrumpTrain #AmericaFirst #Obama #CCOT #MCGA #Cdnpoli #Brexithttp://newstarget.com/2016-10-28-cia-whistleblower-breaks-silence-on-climate-engineering-vaccine-damage.html …,0,2,/sealeney/status/891510305213235200,
330,@sburke85,Sean Burke,30 jul. 2017,@edshow Glad you are speaking out against GMO's but the insane vaccine schedule is the same story. Many issues cut across ideological lines,0,0,/sburke85/status/891504658006458368,
331,@draintheswamp55,DraintheDCSewer,28 jul. 2017,"Eugenics,forced vaccinations, Monsanto GMO investors,part of NWO surveillance grid coming to enslave humanity. Ya,that Bill & Melinda Gates! https://twitter.com/davidbleysea/status/887812797375160320 …",0,0,/draintheswamp55/status/891077961381793793,
332,@ShineJob,ShineJob 🕶️,28 jul. 2017,"no point being prolife if you're not 
Vegan 
Vaccine-Concerned
Against GMO #GlyphosteModifiedOrganism #NoLongerBotany #Gluten 
ProNHS",1,1,/ShineJob/status/891036716798287872,
333,@VaxChoiceVT,VaxChoice VT,28 jul. 2017,The vaccine and GMO pushers / corporate trolls really are busy these days.... http://fb.me/2t7cKedge,0,0,/VaxChoiceVT/status/890989067214704640,
334,@IRaiseUFacts,Think B4U Tweet,27 jul. 2017,"Um, Stein is a ""Just asking questions"" about vaccinations... please... buy a clue? Perhaps know who Stein is. GMO's? WIFI?
Anti science. pic.twitter.com/vv5g6FE8U6",0,6,/IRaiseUFacts/status/890386706150457344,
335,@SatCartoonKid,SatMorningCartoonKid,26 jul. 2017,"Really? Fluoride in most cities water along with lead, GMO' s, high fructose corn syrup & toxic vaccinations. But they have no clue....",0,0,/SatCartoonKid/status/890329733740679168,
336,@BlagenLogin,Blagen Login,26 jul. 2017,"It's not like youll eat one thing of GMO's and you'll get sick.
But over years it can start to affect you
Hell, glyphosate can cause cancer",0,0,/BlagenLogin/status/890261463729815552,
337,@thomasjohnd,Tom,26 jul. 2017,"When are all the people saying trans people are ""not natural"" giving up their medicines, glasses, vaccinations, GMO food & technology?",0,1,/thomasjohnd/status/890249643090726913,
338,@TeManawa1,TeManawaTheHeart,25 jul. 2017,"https://www.stuff.co.nz/national/health/95109893/sperm-count-falling-sharply-in-developed-world-researchers-say …
Sperm count falling sharply in developed world, researchers say DUE TO NWO AGENDA GMO CHEM TRAILS VACCINATIONS  ETC",0,0,/TeManawa1/status/889946220457672704,
339,@Unshackledtruth,Unshackledtruth,25 jul. 2017,"Chem trails, fluoride in the water supply, vaccinations, eating and drinking from plastic containers, microwave cooking, GMO foods.",0,0,/Unshackledtruth/status/889906184869826560,
340,@twitevit,Tom Andersen,25 jul. 2017,"#GMO lobby: If u r against #pesticides residues in your #Food , u r against #vaccines too Truth: Vaccine protects u & pesticides degrades u https://twitter.com/BeatSpath/status/889897410117472260 …",0,0,/twitevit/status/889903344097120261,
341,@StanleyHutchins,Stanley Hutchinson,25 jul. 2017,"dont forget, culling population, w induced cancer, tainted vaccine, Gmo food, promoting Pharma dependancy, selling baby parts, incarceration https://twitter.com/RealSaavedra/status/889527414501421056 …",0,0,/StanleyHutchins/status/889669653085044736,
342,@KhaledElawadi,Khaled Elawadi,24 jul. 2017,"Lots of GMO, irradiated and vaccine sprayed food wiil be on it's way soon by the boat load !",1,0,/KhaledElawadi/status/889609726111207424,
343,@LotusOak,Vera Burnayev,24 jul. 2017,"Anti-#GMO but Pro-#Vaccine? Think again.
http://www.greenmedinfo.com/blog/anti-gmo-pro-vaccine …
#GMOspic.twitter.com/vOZjxnhtgK",33,24,/LotusOak/status/889534717292421120,
344,@DMo2010,Doug Morehouse,24 jul. 2017,That's great - but what's the correlation between of the organic/non gmo household & vaccinations going to be in future?,0,0,/DMo2010/status/889505534394720256,
345,@andyskuce,Andy Skuce  🇨🇦 🛢️,24 jul. 2017,"GMO, vaccine advocates refer to scientific consensus constantly. Only in climate does it allegedly backfire. https://twitter.com/past_is_future/status/889456852295188480 …",1,3,/andyskuce/status/889476582145785856,
346,@drsarahdoom,Sarah Kingan,24 jul. 2017,"my experience has mostly been with anti vaxers/vaccine sceptics, anti GMO types. Agreed, animal rights activists can be v dogmatic.",0,0,/drsarahdoom/status/889358534428602368,
347,@1Encourager,Marie Krasch,24 jul. 2017,"The FDA, Insur. & Drug/Vaccine Companies, GMO's, Toxic H2O & Air all contribute to getting us/keeping us sick! Stop that-cost will go down!",0,1,/1Encourager/status/889280269173313540,
348,@PepeKekheart,Jekyll Island Riddim,23 jul. 2017,"Gee Bill, let me guess some sort of GMO vaccine?  Or better yet depopulate Ethiopia to ""sustainable levels.""",0,1,/PepeKekheart/status/889126728219729920,
349,@LifeMatters4U,Adrienne Peral,23 jul. 2017,Say NO to Release of GMO Vaccine in South Africa http://fb.me/wDoumKgo,1,0,/LifeMatters4U/status/889007254204293121,
350,@syggfat,Daryle,22 jul. 2017,Pocahontas say'em more big'em threat that HPV vaccine? GMO maize? (my people call it CORN). Senator speak'em with fork tongue.,0,1,/syggfat/status/888840478661066752,
351,@GrumFromNorwich,Graeme Leggett (no longer display name available),22 jul. 2017,"Both guaranteed 'chemical free', right? And the salt, it'll be GMO- free too.",0,2,/GrumFromNorwich/status/888648855226601472,
352,@TexasBlooz,Texas Blooz,22 jul. 2017,comparing demands for GMO transparency to the tactics of the Trump campaign and the anti-vaccine movement (??)http://www.huffingtonpost.com/entry/keith-kloors-endearing-love-affair-with-gmos_us_596fc0c8e4b062ea5f8eea33?ncid=engmodushpmg00000004 …,0,0,/TexasBlooz/status/888594593238978561,
353,@hunterzolomon21,Hunter Zolomon,22 jul. 2017,Russian conspiracy theories???  That's rich coming from a Vaccine GMO Conspiracy whack job who selected a bigger whack job for running mate,0,0,/hunterzolomon21/status/888590104368893954,
354,@MungoMouthpiece,mungo's mouthpiece,21 jul. 2017,#Pudsey So sorry he's gone - but angry he's died from #cancer. Lost 2 dogs already from this & I blame #chemtrails #GMO #Vaccinations,1,0,/MungoMouthpiece/status/888516163642294272,
355,@Manitobagal,Deborah Boschman,21 jul. 2017,"We can thank Globalists 4 this!  They've been injecting estrogen in the GMO foods, mercury in vaccinations, growth hormones in animals, etc.",6,16,/Manitobagal/status/888498948393943041,
356,@undergroundexp,Underground Express,20 jul. 2017,"R F. Kennedy JrThe Government Is Covering Up Vaccine Deaths HE'S % CORRECT CHEMTRAILSFLUORIDE GMO'S ALSO
http://bit.ly/2gOChEA",0,0,/undergroundexp/status/888169962904236032,
357,@mbalter,Michael Balter,20 jul. 2017,I think the word fits the overall pattern pretty well. Equating the GMO debate with the vaccine issue is not appropriate.,0,0,/mbalter/status/887929210718875648,
358,@MichaelPghPA,Michael OnEbay,20 jul. 2017,How Big Pharma Hides #Vaccine Deaths http://www.infowars.com/how-big-pharma-hides-vaccine-deaths/ … via @realalexjones #health #family #new #mom #dad #parent #gmo #yoga #baby,0,0,/MichaelPghPA/status/887842147491250180,
359,@Prof_Dalessio,Laura D'Alessio,19 jul. 2017,"This! Every ounce of THIS. Climate change, evolution, vaccine efficacy, GMO safety - none of these are beliefs. They are FACTs based on DATA pic.twitter.com/AkAW1Uriwf",0,1,/Prof_Dalessio/status/887811267943178240,
360,@phalangesmd,Dr. Phalanges,19 jul. 2017,"The irony of healthcare is that I'm pretty sure medicine is the new industrial complex, making customers one GMO & vaccine at a time #resist",0,0,/phalangesmd/status/887639715691802624,
361,@gmo_crops,GMO Crop News,19 jul. 2017,#GMO news: BiondVax leases site for universal flu vaccine plant in Israel http://ow.ly/v9jP50cToc8,0,0,/gmo_crops/status/887462892207054852,
362,@gmo_crops,GMO Crop News,18 jul. 2017,#GMO news: Emergent to buy Sanofi smallpox vaccine and take on CDC contract http://ow.ly/Knwj50cSy6h,0,0,/gmo_crops/status/887281338042253312,
363,@TysonKreiter,TYSONrk,18 jul. 2017,"I just had an argument with somebody over vaccinations, GMO's, and gluten....
Fucking hippies man.",0,12,/TysonKreiter/status/887200621757116417,
364,@GrumFromNorwich,Graeme Leggett (no longer display name available),17 jul. 2017,"Now if the Golden Rice project could be freed from GMO fears, it and measles vaccinations could go far in certain countries.",0,1,/GrumFromNorwich/status/887041623368060928,
365,@Spacebuds67,Spacebuds,17 jul. 2017,Intells there use it GMO VACCINE CHEMTRAIL ROUNDUP RADIATION ADDITIVES HAARP...,0,0,/Spacebuds67/status/886775596608495617,
366,@jpaint,Julie Anne,16 jul. 2017,"Episode 8: Stephanie Seneff, PhD Understanding GMO’s and Toxic Ingredients in Vaccinations http://fb.me/8HKGcl59u",0,0,/jpaint/status/886651441967841280,
367,@LotusOak,Vera Burnayev,16 jul. 2017,"Anti-#GMO but Pro-#Vaccine? Think again.
http://www.greenmedinfo.com/blog/anti-gmo-pro-vaccine …
#GMOspic.twitter.com/RFe65N4xbL",36,29,/LotusOak/status/886436339046125568,
368,@UCYTV,UCY.TV,15 jul. 2017,Flying vaccinator; a transgenic mosquito delivers a Leishmania vaccine via blood feeding...... http://fb.me/8N1C6D3HL,0,0,/UCYTV/status/886258417194729473,
369,@mission2heal,Christina Schmidt,14 jul. 2017,Glyphosate (GMO cancer causing herbacide/pesticide) Found In almost every Vaccine!  https://twitter.com/Lawfirm_MA/status/885842220825358339 …,2,0,/mission2heal/status/885992586988617729,
370,@thewilliamlehr,Will Lehr,14 jul. 2017,Like Obamacare?Or no the war on drugs?remember WMDs?What was Ghadafi supposed to be doing wrong again? Forced vaccine pretty good. GMO a fav,0,1,/thewilliamlehr/status/885789694641848320,
371,@Amberhe81390420,Amber hernandez,14 jul. 2017,GMO foods vaccinations chem trails hormone fluoride chromium aluminum water nation wide genocide sterilization of America chemical suicide pic.twitter.com/CUWmRfKW07,0,0,/Amberhe81390420/status/885716075689553921,
372,@mem_somerville,mem_somerville | Wossamotta U,13 jul. 2017,This is no different from anti-vaccine claims. And you don't want anti-vaxxers in charge of food issues. #GMO https://twitter.com/ksenapathy/status/885577871598788609 …,1,5,/mem_somerville/status/885579963595984896,
373,@LeahJon50940608,Leah Jones,13 jul. 2017,"Throughout most of this article, could do these substitutions:
Vaccine=GMO
USDA=CDC
Monsanto=Big Pharma",0,0,/LeahJon50940608/status/885527828837654530,
374,@TSpives,Taylor Spivey,13 jul. 2017,"For clarity, the big 4 are vaccine science, climate change, GMO's and human nutrition",0,0,/TSpives/status/885382471365394433,
375,@MartinEglitis,Martin Eglitis,12 jul. 2017,"FDA reviewed Imlygic as a vaccine. So, regulatorily, not ""gene therapy."" Just wait for gene-based vaccines!! We're all GMO!",0,1,/MartinEglitis/status/885267490036527105,
376,@1_potterfan14,evan,12 jul. 2017,GMO's have potential to aid struggling areas of the world but - much like vaccinations - everyone's an expert and no one looks at the facts,1,11,/1_potterfan14/status/885201835719446529,
377,@LotusOak,Vera Burnayev,12 jul. 2017,"Anti-#GMO but Pro-#Vaccine? Think again.
http://www.greenmedinfo.com/blog/anti-gmo-pro-vaccine …
#GMOspic.twitter.com/jws5scDsHx",6,1,/LotusOak/status/885195863357829120,
378,@ormiga,ormiga,12 jul. 2017,likely most #superbugs HUGELY resistant #bacteria come from #euro use of #vaccine and look #madcow + #GMO = NOT sure good for #india ;),0,0,/ormiga/status/885002476172214272,
379,@TheresaKnows,Truth Be Told,12 jul. 2017,"People need to take responsibility for their own health. If u want 2 B healthy stop GMO's, chemtrails, vaccinations, immigration, driving",0,0,/TheresaKnows/status/884929554837622784,
380,@LotusOak,Vera Burnayev,11 jul. 2017,"MMR vaccine contains Genetically Engineered human albumin,  HPV contains GE yeast.
Where is the non-GMO uproar about #GMO in #vaccines?",25,28,/LotusOak/status/884861316804087808,
381,@LotusOak,Vera Burnayev,11 jul. 2017,I have no doubts that #GMO & RoundUp have devastating effect on health. I just also have no doubts that #vaccine is a HUGE trigger too.,6,11,/LotusOak/status/884856934674903043,
382,@PamelaDrew,PamelaDrew,11 jul. 2017,"Dr Lorrin Pang MD - WHO vaccine researcher has a clear explanation of why untested #gmo is reckless & unscientific! 
http://www.gmwatch.org/en/videos/food-safety-videos/15379-dr-lorrin-pang-m-d-concerns-about-gmo-foods …",0,0,/PamelaDrew/status/884611653085671425,
383,@SaraLolley,Sara Lolley,10 jul. 2017,"When a ""nutritionist"" in a group you belong to on Facebook starts peddling their anti GMO & vaccine BS... #ruinadietitiansdaypic.twitter.com/2mB4SX8ApY",0,4,/SaraLolley/status/884268414964912128,
384,@MaryWalczak3,Mary Walczak,9 jul. 2017,"Don't think cancer caused by deficiency of vaccinations; more like lack of real food & nutrients. Keep eating GMO, Monsanto fake food. IMHO",0,0,/MaryWalczak3/status/883863145839697920,
385,@MRMitchnet,INDIANA MIKE  🇺🇸,8 jul. 2017,"They should be supporting Trump, he wants 2 end globalism, monopolies, GMO food, force vaccinations, etc. he stands 4 freedom, not fascism!",0,0,/MRMitchnet/status/883761930216853504,
386,@Olakunle73,Charles Williams,8 jul. 2017,"America only helps it self. 2. The nasty GMO ,VACCINATIONS  and rest of rubbish we need to stay away from USA & look to the BRICS. #AIIB",0,0,/Olakunle73/status/883593811842273280,
387,@shitpost0341,King Shitlord,7 jul. 2017,The anti GMO movement is founded on the same lack of science and scientific understanding that the anti vaccine movement proffers,0,0,/shitpost0341/status/883348848977911808,
388,@JaneGal00036592,JE Gallagher,7 jul. 2017,What's the matter Bill? Lost control of it? Just turn your gmo insects loose or maybe give refugees (invaders) a new 'vaccine'. https://twitter.com/johnfromcranber/status/883309163933310976 …,2,1,/JaneGal00036592/status/883320930830647298,
389,@ronanmcmanus,Ronan Christmas-themed-pun McManus,6 jul. 2017,"But yet you are linking to misinformation websites. The AHN one even calls it a ""GMO vaccine"". #pulltheotherone",0,2,/ronanmcmanus/status/883011751603732480,
390,@trutherbotyelow,trutherbotyellow,6 jul. 2017,"Water fluoridation ranks with GMO's and tainted, forced vaccinations among the great crimes against humanity.",6,17,/trutherbotyelow/status/882910761353347072,
391,@Psyche1310,cosmo topper,6 jul. 2017,"People who are raising young are usually of an age that matured w/ GMO food, TV indoctrination, multiple vaccinations, etc. They're lost",0,0,/Psyche1310/status/882907421798215680,
392,@HippocratesNews,Hippocrates News,6 jul. 2017,What you've been waiting for?   A #GMO #vaccine to alter your #DNA.  http://time.com/2853809/a-vaccine-for-heart-disease-that-doesnt-involve-pills-lettuce-or-a-gym/ …  http://Hippocrates.com.au,0,0,/HippocratesNews/status/882786860170215424,
393,@AwakeNancyRN,TheConsciousRN,5 jul. 2017,"Yes! Many don't realize his father worked for PP. He owns vaccine and GMO stock; both linked to infertility. Clinics r booming, I am sure. https://twitter.com/BusyDrT/status/882674451753693184 …",2,1,/AwakeNancyRN/status/882677550366851072,
394,@milanstudio,Milan Studio,5 jul. 2017,Thank you Vera for sharing Vaxxed documentary. Shocking watch about vaccine industry on par with GMO industry investigations @LotusOak,0,0,/milanstudio/status/882638037771005956,
395,@g4h1o5j4f8,Stone Braker,5 jul. 2017,#DDT #glyphosate #roundup #C8 #GMO #flint #lead food vaccine #mercury #RXdrugs #sugar #vaping #toxins #phthalates  going to be more links.https://twitter.com/farmfairycrafts/status/882074793788493824 …,0,0,/g4h1o5j4f8/status/882451767623118848,
396,@CGH54,Colin H,3 jul. 2017,The 10 worst health #HOAXES pushed as “#science” over the last 100 years – http://NaturalNews.com  http://www.naturalnews.com/2017-07-02-the-10-worst-health-hoaxes-pushed-as-science-over-the-last-100-years.html … #GMO #Vaccine,0,0,/CGH54/status/881747001980964864,
397,@dawood_khan,The State is Murder,2 jul. 2017,"That's just the way it is dawg. Now have some more GMO sugar, a flu vaccine and an Obama phone. #LMAO",0,0,/dawood_khan/status/881556902144069632,
398,@SilenceNotGold,Kerry Fleming Erle,2 jul. 2017,#Australian #Children to be Used as Guinea Pigs for New #GMO #Vaccine http://healthimpactnews.com/2013/australian-children-to-be-used-as-guinea-pigs-for-new-gmo-vaccine/ …,0,0,/SilenceNotGold/status/881528329303724032,
399,@FreeFromEURule,Ian is AWAKE,2 jul. 2017,"Control through Vaccinations  and GMO's , FUCK THAT .  Wake up people. pic.twitter.com/2gnpShoKcj",14,11,/FreeFromEURule/status/881448011406225408,
400,@PatPrivilege,Pat Privilege,2 jul. 2017,Combine this with vaccine damage and they're feeding the diseases/parasites/yeast in your gut and body with gmo https://twitter.com/trutherbotgold/status/881335376157265921 …,0,1,/PatPrivilege/status/881366328057180160,
401,@Ah_Flip_Its_GMo,G-Mo Nzeku,1 jul. 2017,"Hahahaha ""The System"" hey?  That vaccine had longgg been available; but only to the super rich & wealthy.. See... http://fb.me/1Zy7S61TU",0,0,/Ah_Flip_Its_GMo/status/881052862012379136,
402,@Knaiph,Country Over Party,1 jul. 2017,"With ""Left"" on the inside of the circle should be: vaccine and gmo deniers.",0,0,/Knaiph/status/880993010015776769,
403,@RealHorrofice,Horrorfice Diaries,30 jun. 2017,Yes - it's called GMO-Vaccine-Pesticide-Toxic-Frankenfood-Pharma-Ag-Fukushima-Frankenfish n' stuff-Chem trail-Codex itus.,0,0,/RealHorrofice/status/880899180792877056,
404,@EricaH504,Erica Lindsey Hague,30 jun. 2017,"@BillNye I was barely able to get over the gmo/Monsanto propaganda, but the line is drawn at vaccine propaganda. #sad    watch #VAXXEDpic.twitter.com/7wJ53nJKGb",0,1,/EricaH504/status/880634504590880768,
405,@FrontMicrobiol,Frontiers Microbiol,29 jun. 2017,A Genetically Modified attenuated Listeria Vaccine Expressing HPV16 E7 Kill Tumor Cells in Direct and… https://goo.gl/FysyNv,1,2,/FrontMicrobiol/status/880461247031922688,
406,@OilersNerdAlert,Oilers Nerd Alert,29 jun. 2017,"""I will eat this sugar-laden artificial food product only if it is gluten and GMO and vaccine free!  For my health!""",0,4,/OilersNerdAlert/status/880448429335265284,
407,@MidgetPope,ParvulusEcclesiastes,28 jun. 2017,Is it a vaccine made of GMO gluten?,0,0,/MidgetPope/status/880150245816008705,
408,@mikeproteau,Deplorablecumguzzler,28 jun. 2017,"I have a friend who loves gmo food and vaccines. Hes ""pro science"" so hes in favour of carbon tax scams like yourself.Wht do u think vaccine",0,0,/mikeproteau/status/880136044112265216,
409,@wk2hd,Michael K Belden,27 jun. 2017,"I told you they have been putting viruses in GMO planes, now a  vaccine cure is out. Yea. Just like what they did in Florida. No different.",0,0,/wk2hd/status/879767027350515712,
410,@powerbroker33,FOX,27 jun. 2017,lap up those GMO and vaccine mercury slops,0,0,/powerbroker33/status/879721125814693889,
411,@IKnowNutrition,NutritionAsIKnowIt,26 jun. 2017,"There are so many myths and tropes about genetically modified (GMO) foods, much like the vaccine world, it’s... http://fb.me/3WcuRt9uJ",0,1,/IKnowNutrition/status/879447239390896128,
412,@DrKND,Dr. Rick Kirschner,26 jun. 2017,Sept 2016 Gallup poll: confidence in mass media 2 report news accurately and fairly @ lowest level. Vaccine & GMO industry propaganda outlet,0,0,/DrKND/status/879408587159633920,
413,@HealthyBabies,by Expecting Fitness,26 jun. 2017,"MIC magnitude is much bigger: globalist elite, Agenda 21/30, Soros, Gates, bankers forced vaccine/GMO/kemtrail depopulation goal & pedogate.",0,0,/HealthyBabies/status/879191634038018048,
414,@Melxodia47,🥥 🥑 🥒 🍋,26 jun. 2017,It's all a monopoly its starts with our gmo food & vaccinations and then they outrageously charge when you end up sick ?  https://twitter.com/aliranger29/status/878428841773019136 …,0,0,/Melxodia47/status/879154233022357504,
415,@mya177,Lisa,26 jun. 2017,"That's what it all boils down to.Their motive and end-game all along IS TO Depopulate Including the snowflakes, elderly #GMO #VACCiNATIONS",0,3,/mya177/status/879146751235690498,
416,@DragnBNotSilent,Dragonspeak,22 jun. 2017,"Oh, a GMO Troll, are you? There is a lot of research that is proving they are NOT safe. Not like the vaccine issue at all. You are now GONE. https://twitter.com/TheTobster111/status/877881324207431680 …",0,0,/DragnBNotSilent/status/878002506529333248,
417,@youngblaze2668,young blaze,22 jun. 2017,Genetically Modified HPV Vaccine Increases Risk Of Developing Cervical Cancer https://shar.es/1Bv5d4,0,0,/youngblaze2668/status/877924492370161664,
418,@JimGreenwood,Jim Greenwood,21 jun. 2017,Until we discover a vaccine – and we will – these transgenic mosquitos may be our best hope to arrest the spread of Zika & Dengue #BIO2017,1,2,/JimGreenwood/status/877562359933538304,Usuario Verificado
419,@Psyche1310,cosmo topper,21 jun. 2017,"GMO, Chemtrails, Vaccinations, Psychopharmaceuticals, Fluoridated Water, Chemotherapy, Propaganda to support deadly programs....",4,4,/Psyche1310/status/877535961000943620,
420,@lukeweston,Luke Weston,21 jun. 2017,"All scientists who disagree are liars! They all just shill for Big Vaccine, Big Nuclear, or Big GMO etc. It's science denier conspiracy 101.",0,0,/lukeweston/status/877436610987433985,
421,@craighealth,craighealth,20 jun. 2017,Breaking: #Glyphosate Found in #Childhood #Vaccines https://www.healthnutnews.com/glyphosate-found-in-childhood-vaccines/ … #health #children #roundup #vaccinations #MMR #GMO,0,0,/craighealth/status/877226672256204800,
422,@kidoctr,"Eve Switzer MD, FAAP",20 jun. 2017,There are no genetically modified DNA or aborted humans in a vaccine.,0,0,/kidoctr/status/877141390270095360,
423,@leslyann37,Layla K,20 jun. 2017,So you only think the immediate hours following the vaccine show the effects of injecting genetically modified animal DNA & aborted human,0,0,/leslyann37/status/877132741246169090,
424,@MarthaPritz1,Martha Pritz,19 jun. 2017,@realDonaldTrump -Thank you for your hard work & dedication- Can u pls call out Monsanto/GMO's & the Vaccine industry & fix them up for us!,0,0,/MarthaPritz1/status/876823114054807552,
